title,website_url,source,grades_or_ages,prices_mentioned,description
Books & Things Seminar Notebook,https://simplycharlottemason.com/store/books-and-things-seminar-notebook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$9.95,"Now you can share the Books & Things Seminar on DVD with a group of your friends! Extra seminar notebooks are available to make sure that each friend who participates in your event or homeschool library can have her own copy (one notebook is included with the DVD set). The 60-page notebook contains helpful samples and extra information that are referred to in the seminar, plus lots of room to write personal notes."
Boy of the Pyramids,https://simplycharlottemason.com/store/boy-of-the-pyramids/,Simply Charlotte Mason,Charlotte Mason; All Ages,$8.95,"The best living book we have found for younger children studying Ancient Egypt! This gentle mystery teaches so much about Ancient Egyptian culture, but in a way that is appropriate for children. Download a free sample of the book or audiobook ."
Brush Drawing Companion Videos,https://simplycharlottemason.com/store/brush-drawing-companion-videos-upgrade-from-1st-edition/,Simply Charlotte Mason,Charlotte Mason; All Ages,$5.00,"For purchases of Brush Drawing: A Basic Course at live events, this product grants access to the digital videos."
Brush Drawing Complete Set,https://simplycharlottemason.com/store/brush-drawing-complete-set/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,"Everything you need to get started with brush drawing: lessons, paper, paint, and brushes. Just add enthusiasm!"
Brush Drawing Supplies Kit,https://simplycharlottemason.com/store/brush-drawing-supplies-kit/,Simply Charlotte Mason,Charlotte Mason; All Ages,$34.95,Paint supplies for Brush Drawing: A Basic Course . Also available in a bundle with everything you need for the lessons.
Brush Drawing: A Basic Course,https://simplycharlottemason.com/store/brush-drawing-a-basic-course/,Simply Charlotte Mason,Charlotte Mason; All Ages,$27.95,Step-by-step lessons that take you from the most basic brush exercises to painting from nature.
Busy Times,https://simplycharlottemason.com/store/busy-times/,Simply Charlotte Mason,Elementary,$7.95,"A wonderful, wholesome reader that our children used to practice their reading during the elementary years. Timeless treasure!"
"Can’t You Make Them Behave, King George?",https://simplycharlottemason.com/store/cant-you-make-them-behave-king-george/,Simply Charlotte Mason,Elementary,$8.95,This book will give your elementary students a view of America’s war for independence from a British perspective.
"Carry On, Mr. Bowditch",https://simplycharlottemason.com/store/carry-on-mr-bowditch/,Simply Charlotte Mason,Charlotte Mason; All Ages,$13.95,"This book is written like historical fiction, but it chronicles the life of a real man, Nathaniel Bowditch, and his valuable contribution to navigation."
Castle,https://simplycharlottemason.com/store/castle/,Simply Charlotte Mason,Charlotte Mason; All Ages,$18.95,Follow the building of a castle in Wales—from choosing the site to constructing the building and walls.
Castle Diary: The Journal of Tobias Burgess,https://simplycharlottemason.com/store/castle-diary-the-journal-of-tobias-burgess/,Simply Charlotte Mason,Charlotte Mason; All Ages,$8.95,"This book chronicles, in an interesting and personal way, everyday tasks in a medieval castle."
Cathedral,https://simplycharlottemason.com/store/cathedral/,Simply Charlotte Mason,Charlotte Mason; All Ages,$16.95,Cathedral reveals the story of how one of those magnificent buildings was designed and constructed over 90 years.
Charlotte Mason Enrichment Studies Curriculum,https://simplycharlottemason.com/store/charlotte-mason-enrichment-curriculum/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,"Enrichments, sometimes called beauty subjects or humanities, are what breathe life into your home school. And with these ready-to-go Charlotte Mason enrichment lesson plans, you can add these wonderful subjects to your schedule in just one hour per day!"
"Charlotte Mason Practical Geometry, Part 1",https://simplycharlottemason.com/store/charlotte-mason-practical-geometry-part-1/,Simply Charlotte Mason,Charlotte Mason; All Ages,$33.95,Enjoyable lessons in practical geometry that introduce important skills and concepts through hands-on exploration.
"Charlotte Mason Practical Geometry, Part 2",https://simplycharlottemason.com/store/charlotte-mason-practical-geometry-part-2/,Simply Charlotte Mason,Charlotte Mason; All Ages,$37.95,More lessons in practical geometry that introduce important skills and concepts through hands-on exploration. Each student will need a 5mm gridded math notebook to complete the exercises.
Charlotte Mason Science Curriculum,https://simplycharlottemason.com/store/living-science-courses/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,Charlotte Mason science curriculum that uses living books and real life experiences for enjoyable homeschool science.
Charlotte Mason Together 2019 Retreat,https://simplycharlottemason.com/store/charlotte-mason-together-2019-retreat/,Simply Charlotte Mason,Charlotte Mason; All Ages,$249.00,"Join Sonya Shafer and other CM speakers for a relaxing and refreshing weekend in beautiful Stone Mountain Park on July 25–27, 2019. ( View event details ) Registration closed. Sign up below to receive e-mails about future events. #mc_embed_signup{background:#fff; clear:left; font:14px Helvetica,Arial,sans-serif; } /* Add your own Mailchimp form style overrides in your site stylesheet or in this style block. We recommend moving this block and the preceding CSS link to the HEAD of your HTML file. */"
